Equipment Name,Type,Flowrate,Pressure,Temperature
Heat Exchanger-46780,Heat Exchanger,538.47,120.28,187.86
Reactor-46781,Reactor,875.42,154.76,120.58
Pump-46782,Pump,724.49,48.21,155.81
Pump-46783,Pump,438.33,146.73,178.65
Valve-46784,Valve,700.2,69.16,382.9
Compressor-46785,Compressor,460.38,6.43,207.4
Distillation Column-46786,Distillation Column,249.73,133.63,253.81
Pump-46787,Pump,185.94,15.58,174.81
Reactor-46788,Reactor,9.15,145.74,250.08
Valve-46789,Valve,675.76,64.91,81.88
Distillation Column-46790,Distillation Column,480.16,173.44,63.86
Storage Tank-46791,Storage Tank,833.59,60.39,197.93
Heat Exchanger-46792,Heat Exchanger,116.1,141.17,229.97
Valve-46793,Valve,14.79,76.72,217.62
Distillation Column-46794,Distillation Column,443.73,196.99,109.27
Storage Tank-46795,Storage Tank,255.26,168.9,127.66
Heat Exchanger-46796,Heat Exchanger,309.46,169.62,27.0
Storage Tank-46797,Storage Tank,619.83,35.19,87.56
Pump-46798,Pump,866.3,105.17,124.41
Compressor-46799,Compressor,23.57,5.21,20.58
Heat Exchanger-46800,Heat Exchanger,971.77,182.2,303.45
Pump-46801,Pump,510.44,118.49,239.59
Storage Tank-46802,Storage Tank,18.48,175.77,381.13
Reactor-46803,Reactor,170.28,38.64,451.38
Pump-46804,Pump,702.56,84.54,400.65
Valve-46805,Valve,538.09,192.28,109.55
Heat Exchanger-46806,Heat Exchanger,159.11,1.5,239.9
Heat Exchanger-46807,Heat Exchanger,463.58,63.65,75.68
Distillation Column-46808,Distillation Column,420.48,135.27,171.3
Pump-46809,Pump,870.58,144.89,172.86
Distillation Column-46810,Distillation Column,25.35,199.0,493.42
Valve-46811,Valve,266.78,184.79,149.93
Distillation Column-46812,Distillation Column,819.76,175.85,65.06
Reactor-46813,Reactor,539.15,111.19,151.35
Compressor-46814,Compressor,738.88,41.15,51.8
Compressor-46815,Compressor,296.4,109.06,249.4
Reactor-46816,Reactor,785.54,154.78,471.08
Reactor-46817,Reactor,38.74,162.48,485.96
Valve-46818,Valve,37.08,11.39,125.98
Reactor-46819,Reactor,643.87,36.41,400.05
Distillation Column-46820,Distillation Column,198.14,103.95,291.89
Reactor-46821,Reactor,559.7,154.69,367.36
Valve-46822,Valve,645.79,153.05,39.16
Pump-46823,Pump,568.98,10.73,117.1
Distillation Column-46824,Distillation Column,178.47,188.24,175.37
Pump-46825,Pump,65.03,196.01,372.91
Reactor-46826,Reactor,99.89,67.32,61.66
Pump-46827,Pump,970.12,124.91,460.45
Pump-46828,Pump,797.56,105.81,196.02
Pump-46829,Pump,587.12,57.77,52.95
Storage Tank-46830,Storage Tank,316.9,172.12,309.27
Reactor-46831,Reactor,724.35,112.35,247.0
Pump-46832,Pump,863.39,50.95,355.07
Compressor-46833,Compressor,493.06,145.88,453.43
Valve-46834,Valve,955.67,111.31,30.76
Reactor-46835,Reactor,211.3,169.57,255.77
Heat Exchanger-46836,Heat Exchanger,831.67,9.91,58.04
Storage Tank-46837,Storage Tank,564.72,191.26,177.32
Valve-46838,Valve,834.46,37.77,326.33
Heat Exchanger-46839,Heat Exchanger,123.15,161.58,64.32
Distillation Column-46840,Distillation Column,554.16,193.29,449.05
Reactor-46841,Reactor,396.2,117.43,157.34
Compressor-46842,Compressor,46.79,31.0,31.08
Reactor-46843,Reactor,321.28,191.87,45.26
Reactor-46844,Reactor,951.29,155.41,333.49
Compressor-46845,Compressor,434.25,172.23,219.62
Storage Tank-46846,Storage Tank,265.92,16.09,100.41
Storage Tank-46847,Storage Tank,102.25,161.22,41.86
Compressor-46848,Compressor,177.43,132.43,44.6
Pump-46849,Pump,668.86,87.96,124.91
Distillation Column-46850,Distillation Column,847.17,198.48,402.55
Pump-46851,Pump,941.18,49.24,24.33
Storage Tank-46852,Storage Tank,118.28,157.65,391.14
Compressor-46853,Compressor,259.0,91.16,477.89
Valve-46854,Valve,834.43,39.29,296.74
Compressor-46855,Compressor,875.71,60.16,452.24
Distillation Column-46856,Distillation Column,611.76,12.1,262.71
Distillation Column-46857,Distillation Column,157.97,0.72,96.48
Storage Tank-46858,Storage Tank,174.95,173.04,301.95
Heat Exchanger-46859,Heat Exchanger,115.9,69.79,435.9
Compressor-46860,Compressor,835.64,23.42,499.45
Heat Exchanger-46861,Heat Exchanger,968.45,35.82,373.04
Compressor-46862,Compressor,5.46,50.56,327.64
Reactor-46863,Reactor,259.71,91.42,191.94
Valve-46864,Valve,948.65,6.59,279.37
Compressor-46865,Compressor,786.04,83.35,254.69
Pump-46866,Pump,386.98,64.39,170.92
Reactor-46867,Reactor,819.15,196.5,264.87
Reactor-46868,Reactor,478.37,135.9,385.7
Valve-46869,Valve,572.37,91.81,261.97
Pump-46870,Pump,279.73,99.33,410.01
Distillation Column-46871,Distillation Column,413.09,89.42,375.2
Valve-46872,Valve,23.78,149.05,245.79
Pump-46873,Pump,264.45,158.98,147.24
Distillation Column-46874,Distillation Column,536.99,43.84,264.44
Distillation Column-46875,Distillation Column,192.74,121.94,460.26
Heat Exchanger-46876,Heat Exchanger,343.3,10.13,416.18
Storage Tank-46877,Storage Tank,881.18,145.75,473.21
Reactor-46878,Reactor,126.73,183.67,364.81
Storage Tank-46879,Storage Tank,996.46,168.83,128.72
Pump-46880,Pump,913.36,74.41,114.5
Distillation Column-46881,Distillation Column,485.66,14.67,393.33
Storage Tank-46882,Storage Tank,648.76,76.82,390.02
Distillation Column-46883,Distillation Column,348.74,55.16,156.38
Valve-46884,Valve,609.13,88.63,276.89
Compressor-46885,Compressor,471.32,175.09,276.92
Distillation Column-46886,Distillation Column,169.72,27.55,449.78
Storage Tank-46887,Storage Tank,470.52,129.41,469.42
Pump-46888,Pump,467.48,188.1,46.97
Compressor-46889,Compressor,376.46,102.18,402.01
Reactor-46890,Reactor,309.33,194.22,213.67
Compressor-46891,Compressor,901.46,56.03,485.71
Distillation Column-46892,Distillation Column,171.71,111.93,484.11
Heat Exchanger-46893,Heat Exchanger,140.66,150.89,88.38
Storage Tank-46894,Storage Tank,530.63,98.38,171.27
Reactor-46895,Reactor,938.75,82.64,446.16
Valve-46896,Valve,292.3,172.48,142.7
Reactor-46897,Reactor,446.42,0.81,194.57
Storage Tank-46898,Storage Tank,912.7,65.35,414.05
Compressor-46899,Compressor,874.88,118.23,148.0
Pump-46900,Pump,852.61,53.25,456.98
Compressor-46901,Compressor,926.61,155.39,270.98
Pump-46902,Pump,842.72,199.26,455.6
Distillation Column-46903,Distillation Column,206.95,30.01,397.86
Valve-46904,Valve,881.48,148.74,210.17
Storage Tank-46905,Storage Tank,445.43,45.35,246.9
Reactor-46906,Reactor,365.74,134.2,496.6
Distillation Column-46907,Distillation Column,381.48,85.5,103.21
Distillation Column-46908,Distillation Column,843.42,179.19,264.14
Pump-46909,Pump,140.74,155.41,190.32
Reactor-46910,Reactor,857.84,46.68,303.88
Storage Tank-46911,Storage Tank,600.57,17.64,262.22
Reactor-46912,Reactor,471.61,26.43,260.07
Compressor-46913,Compressor,421.01,25.75,267.23
Valve-46914,Valve,92.82,29.1,218.32
Reactor-46915,Reactor,374.17,58.21,78.21
Compressor-46916,Compressor,58.26,121.17,427.86
Distillation Column-46917,Distillation Column,148.23,49.74,391.6
Distillation Column-46918,Distillation Column,389.52,5.66,136.23
Storage Tank-46919,Storage Tank,369.03,12.06,388.07
Heat Exchanger-46920,Heat Exchanger,603.91,194.41,144.79
Valve-46921,Valve,871.64,129.68,466.44
Pump-46922,Pump,697.21,104.34,339.9
Storage Tank-46923,Storage Tank,861.29,30.7,267.85
Pump-46924,Pump,15.48,21.48,76.11
Distillation Column-46925,Distillation Column,831.17,92.44,36.44
Valve-46926,Valve,296.32,40.93,296.61
Compressor-46927,Compressor,812.52,177.7,451.4
Compressor-46928,Compressor,175.43,193.41,424.51
Storage Tank-46929,Storage Tank,657.73,176.02,301.33
Compressor-46930,Compressor,71.1,97.59,442.12
Heat Exchanger-46931,Heat Exchanger,494.71,15.56,131.19
Reactor-46932,Reactor,119.33,165.32,134.24
Heat Exchanger-46933,Heat Exchanger,231.76,40.06,176.37
Reactor-46934,Reactor,235.42,179.58,278.32
Compressor-46935,Compressor,368.94,173.96,51.87
Heat Exchanger-46936,Heat Exchanger,677.78,41.97,312.13
Compressor-46937,Compressor,76.99,182.02,184.18
Valve-46938,Valve,339.81,54.94,468.18
Reactor-46939,Reactor,529.55,119.97,411.93
Compressor-46940,Compressor,585.68,43.47,246.46
Storage Tank-46941,Storage Tank,401.23,20.25,67.63
Heat Exchanger-46942,Heat Exchanger,291.55,0.1,118.89
Reactor-46943,Reactor,846.94,21.08,380.14
Reactor-46944,Reactor,581.05,87.83,190.58
Storage Tank-46945,Storage Tank,181.28,84.5,265.14
Heat Exchanger-46946,Heat Exchanger,472.31,116.82,336.02
Heat Exchanger-46947,Heat Exchanger,549.13,107.17,109.31
Storage Tank-46948,Storage Tank,559.45,184.07,314.27
Reactor-46949,Reactor,394.34,7.03,163.52
Distillation Column-46950,Distillation Column,936.35,110.96,175.55
Pump-46951,Pump,734.2,84.38,267.83
Compressor-46952,Compressor,31.4,189.28,50.45
Pump-46953,Pump,800.33,7.6,99.59
Heat Exchanger-46954,Heat Exchanger,994.8,21.57,439.87
Storage Tank-46955,Storage Tank,646.54,133.46,271.77
Valve-46956,Valve,707.12,10.14,246.53
Reactor-46957,Reactor,368.21,24.3,40.94
Compressor-46958,Compressor,766.72,167.48,288.51
Compressor-46959,Compressor,158.3,193.44,196.83
Distillation Column-46960,Distillation Column,364.83,141.28,174.69
Valve-46961,Valve,172.1,117.54,116.62
Pump-46962,Pump,992.73,105.97,67.86
Storage Tank-46963,Storage Tank,344.34,157.18,440.02
Compressor-46964,Compressor,805.9,135.9,261.35
Pump-46965,Pump,186.38,153.9,315.8
Storage Tank-46966,Storage Tank,95.81,198.31,331.05
Pump-46967,Pump,992.83,78.06,50.93
Storage Tank-46968,Storage Tank,636.16,93.29,305.97
Pump-46969,Pump,987.92,60.48,57.6
Reactor-46970,Reactor,778.98,162.85,416.67
Valve-46971,Valve,341.92,43.36,43.98
Reactor-46972,Reactor,522.74,151.1,220.77
Heat Exchanger-46973,Heat Exchanger,251.91,131.33,220.14
Valve-46974,Valve,69.93,174.47,252.74
Reactor-46975,Reactor,704.79,122.06,302.25
Storage Tank-46976,Storage Tank,41.87,39.59,248.33
Distillation Column-46977,Distillation Column,213.92,6.33,125.25
Heat Exchanger-46978,Heat Exchanger,558.68,21.77,486.23
Distillation Column-46979,Distillation Column,51.63,194.74,341.41
Pump-46980,Pump,280.29,191.27,71.86
Storage Tank-46981,Storage Tank,807.51,42.5,199.87
Compressor-46982,Compressor,737.02,53.93,206.66
Storage Tank-46983,Storage Tank,538.79,40.57,313.26
Reactor-46984,Reactor,709.67,94.67,155.57
Storage Tank-46985,Storage Tank,443.29,57.45,238.79
Valve-46986,Valve,929.19,88.83,313.76
Compressor-46987,Compressor,514.35,124.86,78.85
Valve-46988,Valve,896.92,16.9,259.74
Distillation Column-46989,Distillation Column,566.82,170.09,350.28
Heat Exchanger-46990,Heat Exchanger,295.63,149.12,357.99
Storage Tank-46991,Storage Tank,616.82,169.7,487.02
Distillation Column-46992,Distillation Column,604.26,15.05,458.19
Distillation Column-46993,Distillation Column,314.97,142.66,247.0
Compressor-46994,Compressor,823.12,10.45,359.99
Reactor-46995,Reactor,534.38,133.32,59.43
Pump-46996,Pump,465.55,91.62,491.47
Storage Tank-46997,Storage Tank,583.35,94.43,282.55
Storage Tank-46998,Storage Tank,591.56,45.54,464.29
Pump-46999,Pump,8.67,85.8,175.6
Valve-47000,Valve,697.37,156.68,377.58
Storage Tank-47001,Storage Tank,290.66,38.04,416.07
Pump-47002,Pump,332.22,176.61,379.16
Pump-47003,Pump,104.84,81.79,283.07
Pump-47004,Pump,542.55,104.02,366.56
Valve-47005,Valve,469.78,105.13,160.56
Storage Tank-47006,Storage Tank,268.87,18.32,132.47
Heat Exchanger-47007,Heat Exchanger,857.06,126.57,128.39
Heat Exchanger-47008,Heat Exchanger,857.23,112.13,362.21
Reactor-47009,Reactor,47.32,31.68,239.11
Storage Tank-47010,Storage Tank,421.66,60.87,388.27
Distillation Column-47011,Distillation Column,836.12,172.44,152.4
Valve-47012,Valve,958.72,105.38,447.35
Reactor-47013,Reactor,800.43,89.38,37.16
Distillation Column-47014,Distillation Column,951.68,147.3,359.91
Distillation Column-47015,Distillation Column,238.53,133.97,298.84
Pump-47016,Pump,595.0,56.59,231.76
Pump-47017,Pump,258.79,33.62,273.06
Pump-47018,Pump,536.91,46.65,366.9
Reactor-47019,Reactor,67.36,50.47,74.22
Reactor-47020,Reactor,703.92,148.56,475.18
Distillation Column-47021,Distillation Column,479.73,134.37,78.43
Valve-47022,Valve,704.36,156.49,370.87
Compressor-47023,Compressor,769.67,123.03,156.43
Storage Tank-47024,Storage Tank,773.84,143.06,40.43
Storage Tank-47025,Storage Tank,652.18,62.74,480.51
Heat Exchanger-47026,Heat Exchanger,583.85,31.78,21.16
Pump-47027,Pump,266.66,110.59,385.21
Distillation Column-47028,Distillation Column,953.37,36.44,69.22
Reactor-47029,Reactor,272.95,174.34,177.6
Valve-47030,Valve,890.56,100.91,476.04
Storage Tank-47031,Storage Tank,569.27,107.7,418.33
Distillation Column-47032,Distillation Column,662.68,189.38,205.87
Distillation Column-47033,Distillation Column,169.64,176.54,405.21
Pump-47034,Pump,286.07,84.73,277.17
Storage Tank-47035,Storage Tank,953.67,89.14,282.43
Storage Tank-47036,Storage Tank,401.88,44.39,436.75
Compressor-47037,Compressor,157.57,106.58,453.28
Valve-47038,Valve,663.66,143.13,424.49
Storage Tank-47039,Storage Tank,952.15,157.27,228.34
Pump-47040,Pump,227.14,19.36,402.45
Reactor-47041,Reactor,969.26,13.29,369.0
Distillation Column-47042,Distillation Column,462.98,179.78,41.18
Compressor-47043,Compressor,290.58,21.4,359.69
Storage Tank-47044,Storage Tank,75.46,71.8,430.91
Storage Tank-47045,Storage Tank,359.33,164.09,481.73
Compressor-47046,Compressor,913.22,149.87,249.04
Pump-47047,Pump,286.74,60.05,458.32
Compressor-47048,Compressor,964.89,36.08,191.98
Heat Exchanger-47049,Heat Exchanger,521.98,163.33,250.96
Distillation Column-47050,Distillation Column,751.31,25.36,327.94
Reactor-47051,Reactor,129.11,196.11,459.89
Distillation Column-47052,Distillation Column,199.49,75.65,35.95
Reactor-47053,Reactor,716.35,55.62,97.03
Valve-47054,Valve,239.15,165.05,233.88
Distillation Column-47055,Distillation Column,119.47,68.13,470.93
Compressor-47056,Compressor,676.46,109.85,35.52
Pump-47057,Pump,121.22,58.43,186.12
Compressor-47058,Compressor,567.51,30.18,82.05
Valve-47059,Valve,822.78,107.34,133.72
Storage Tank-47060,Storage Tank,185.99,158.44,162.92
Reactor-47061,Reactor,42.41,51.82,198.72
Pump-47062,Pump,893.48,65.88,54.95
Pump-47063,Pump,601.42,161.47,192.69
Reactor-47064,Reactor,318.45,53.11,132.24
Pump-47065,Pump,781.95,30.76,88.5
Valve-47066,Valve,342.32,3.32,134.63
Reactor-47067,Reactor,81.59,57.0,132.37
Storage Tank-47068,Storage Tank,771.99,173.99,249.61
Compressor-47069,Compressor,19.94,83.59,223.76
Distillation Column-47070,Distillation Column,67.23,197.54,286.33
Distillation Column-47071,Distillation Column,366.39,179.69,117.85
Storage Tank-47072,Storage Tank,277.23,20.36,417.05
Heat Exchanger-47073,Heat Exchanger,97.77,49.66,66.22
Distillation Column-47074,Distillation Column,984.13,191.45,356.54
Storage Tank-47075,Storage Tank,329.8,148.32,356.82
Storage Tank-47076,Storage Tank,529.25,141.56,282.63
Heat Exchanger-47077,Heat Exchanger,604.11,121.72,427.36
Valve-47078,Valve,975.13,25.68,277.25
Storage Tank-47079,Storage Tank,161.86,135.65,258.27
Reactor-47080,Reactor,777.43,72.96,98.94
Storage Tank-47081,Storage Tank,800.32,49.64,186.68
Pump-47082,Pump,177.37,97.54,259.24
Valve-47083,Valve,707.31,192.17,371.73
Reactor-47084,Reactor,438.58,126.84,369.37
Heat Exchanger-47085,Heat Exchanger,165.11,123.49,364.46
Heat Exchanger-47086,Heat Exchanger,49.43,43.04,453.02
Heat Exchanger-47087,Heat Exchanger,413.27,193.39,219.03
Distillation Column-47088,Distillation Column,157.94,62.1,144.73
Distillation Column-47089,Distillation Column,380.92,120.26,91.63
Heat Exchanger-47090,Heat Exchanger,836.5,13.53,306.3
Valve-47091,Valve,764.84,105.69,117.15
Storage Tank-47092,Storage Tank,361.91,194.73,271.83
Compressor-47093,Compressor,455.99,55.42,178.31
Compressor-47094,Compressor,982.32,89.88,231.42
Pump-47095,Pump,867.02,37.0,25.63
Heat Exchanger-47096,Heat Exchanger,63.5,63.97,109.56
Pump-47097,Pump,91.45,135.55,359.53
Valve-47098,Valve,913.09,108.64,138.54
Heat Exchanger-47099,Heat Exchanger,401.91,51.58,299.58
Distillation Column-47100,Distillation Column,491.61,129.26,207.75
Pump-47101,Pump,562.97,24.62,73.28
Heat Exchanger-47102,Heat Exchanger,330.34,106.07,482.27
Reactor-47103,Reactor,901.68,83.94,41.81
Storage Tank-47104,Storage Tank,681.82,61.56,71.68
Pump-47105,Pump,371.89,26.39,129.34
Heat Exchanger-47106,Heat Exchanger,323.75,15.46,355.4
Distillation Column-47107,Distillation Column,516.98,93.53,360.0
Valve-47108,Valve,837.78,17.59,39.87
Storage Tank-47109,Storage Tank,870.37,54.63,277.07
Heat Exchanger-47110,Heat Exchanger,284.61,80.72,321.02
Storage Tank-47111,Storage Tank,774.34,9.86,101.33
Storage Tank-47112,Storage Tank,945.1,166.65,196.83
Valve-47113,Valve,39.48,52.72,159.33
Storage Tank-47114,Storage Tank,28.4,2.19,41.59
Storage Tank-47115,Storage Tank,956.74,87.93,215.14
Valve-47116,Valve,371.74,153.52,238.59
Valve-47117,Valve,798.26,49.42,146.58
Distillation Column-47118,Distillation Column,665.94,134.62,70.41
Distillation Column-47119,Distillation Column,558.32,5.77,452.82
Distillation Column-47120,Distillation Column,365.55,32.14,164.09
Reactor-47121,Reactor,24.14,135.24,59.89
Pump-47122,Pump,377.07,26.73,278.69
Valve-47123,Valve,763.56,99.6,479.97
Distillation Column-47124,Distillation Column,465.0,31.43,77.17
Reactor-47125,Reactor,352.09,151.23,71.03
Storage Tank-47126,Storage Tank,712.52,149.31,208.67
Valve-47127,Valve,315.88,140.64,46.32
Heat Exchanger-47128,Heat Exchanger,563.44,85.23,482.82
Storage Tank-47129,Storage Tank,458.87,171.83,243.68
Storage Tank-47130,Storage Tank,229.34,51.34,121.32
Heat Exchanger-47131,Heat Exchanger,512.47,117.01,283.79
Heat Exchanger-47132,Heat Exchanger,758.47,148.82,216.35
Compressor-47133,Compressor,576.54,19.69,79.33
Pump-47134,Pump,63.17,141.35,481.8
Heat Exchanger-47135,Heat Exchanger,791.84,110.29,428.34
Distillation Column-47136,Distillation Column,728.62,164.47,325.12
Heat Exchanger-47137,Heat Exchanger,328.59,43.25,173.63
Compressor-47138,Compressor,959.27,3.18,433.51
Distillation Column-47139,Distillation Column,141.63,79.62,434.9
Storage Tank-47140,Storage Tank,776.33,92.85,268.3
Compressor-47141,Compressor,869.42,88.33,405.49
Compressor-47142,Compressor,296.73,49.97,333.22
Compressor-47143,Compressor,597.5,0.56,451.03
Heat Exchanger-47144,Heat Exchanger,325.37,76.46,67.34
Heat Exchanger-47145,Heat Exchanger,233.0,155.67,457.13
Heat Exchanger-47146,Heat Exchanger,546.71,119.31,199.02
Reactor-47147,Reactor,460.45,123.71,62.24
Pump-47148,Pump,811.55,164.79,316.56
Valve-47149,Valve,626.18,31.46,193.67
Pump-47150,Pump,760.3,95.83,208.53
Distillation Column-47151,Distillation Column,362.26,136.94,47.51
Storage Tank-47152,Storage Tank,620.74,83.5,183.32
Heat Exchanger-47153,Heat Exchanger,855.1,23.36,194.02
Storage Tank-47154,Storage Tank,871.92,22.5,250.74
Distillation Column-47155,Distillation Column,850.74,147.0,251.22
Valve-47156,Valve,838.46,19.25,410.15
Reactor-47157,Reactor,953.41,173.65,351.52
Valve-47158,Valve,162.96,120.77,112.14
Storage Tank-47159,Storage Tank,788.02,136.47,54.55
Valve-47160,Valve,742.13,115.41,232.58
Compressor-47161,Compressor,441.31,95.46,152.18
Valve-47162,Valve,493.88,125.21,362.65
Storage Tank-47163,Storage Tank,408.62,54.42,291.24
Heat Exchanger-47164,Heat Exchanger,991.02,23.13,374.57
Heat Exchanger-47165,Heat Exchanger,276.51,74.82,103.59
Heat Exchanger-47166,Heat Exchanger,242.69,166.75,199.51
Distillation Column-47167,Distillation Column,115.47,61.78,476.47
Valve-47168,Valve,452.96,69.55,275.07
Storage Tank-47169,Storage Tank,613.01,183.97,457.92
Storage Tank-47170,Storage Tank,469.13,20.86,280.4
Pump-47171,Pump,56.13,45.98,143.27
Valve-47172,Valve,782.02,168.95,356.1
Reactor-47173,Reactor,702.14,153.35,271.78
Compressor-47174,Compressor,644.97,85.98,307.58
Compressor-47175,Compressor,757.29,123.8,164.13
Distillation Column-47176,Distillation Column,195.8,135.47,337.51
Compressor-47177,Compressor,342.53,17.37,201.67
Compressor-47178,Compressor,337.1,173.69,442.85
Distillation Column-47179,Distillation Column,702.93,98.38,282.91
Distillation Column-47180,Distillation Column,294.33,75.48,159.82
Valve-47181,Valve,950.87,72.53,43.79
Compressor-47182,Compressor,674.68,178.27,220.11
Heat Exchanger-47183,Heat Exchanger,468.43,0.99,374.1
Reactor-47184,Reactor,802.92,36.85,110.97
Reactor-47185,Reactor,4.98,197.82,353.21
Distillation Column-47186,Distillation Column,154.24,83.87,20.84
Compressor-47187,Compressor,703.57,28.43,271.35
Storage Tank-47188,Storage Tank,273.9,88.79,108.53
Pump-47189,Pump,508.94,127.52,101.4
Compressor-47190,Compressor,484.88,52.07,354.76
Storage Tank-47191,Storage Tank,231.14,59.53,256.12
